Word	Term_id	Document_List
trumpet	term_id_1506	['document_35']
william	term_id_1507	['document_35', 'document_42', 'document_125', 'document_144', 'document_222']
express	term_id_1508	['document_35', 'document_74', 'document_88', 'document_204']
compel	term_id_1509	['document_36', 'document_56', 'document_69', 'document_101', 'document_209', 'document_267', 'document_284']
victim	term_id_1510	['document_36', 'document_100', 'document_168', 'document_196', 'document_202', 'document_224', 'document_244', 'document_248', 'document_266', 'document_291']
strive	term_id_1511	['document_36', 'document_85', 'document_202', 'document_203', 'document_272']
california	term_id_1512	['document_36']
lone	term_id_1513	['document_36', 'document_191', 'document_231']
broadway	term_id_1514	['document_36']
lenni	term_id_1515	['document_36']
eventu	term_id_1516	['document_36', 'document_99', 'document_150', 'document_183', 'document_245']
theme	term_id_1517	['document_36', 'document_70', 'document_99', 'document_128', 'document_200', 'document_231', 'document_284']
prove	term_id_1518	['document_36', 'document_144', 'document_223', 'document_266']
salina	term_id_1519	['document_36']
doom	term_id_1520	['document_36', 'document_93', 'document_120', 'document_167', 'document_191', 'document_278']
outsid	term_id_1521	['document_36', 'document_49', 'document_118', 'document_174', 'document_188', 'document_227', 'document_267', 'document_289', 'document_290']
valley	term_id_1522	['document_36', 'document_127', 'document_286']
tackl	term_id_1523	['document_36']
except	term_id_1524	['document_36', 'document_153', 'document_207', 'document_225', 'document_283']
unforgiv	term_id_1525	['document_36', 'document_45']
drifter	term_id_1526	['document_36', 'document_56']
ranch	term_id_1527	['document_36']
steinbeck	term_id_1528	['document_36']
misunderstand	term_id_1529	['document_36']
dispossess	term_id_1530	['document_36']
reset	term_id_1531	['document_37']
unpredict	term_id_1532	['document_37']
adventuresom	term_id_1533	['document_37']
steadi	term_id_1534	['document_37']
clare	term_id_1535	['document_37', 'document_169']
sinc	term_id_1536	['document_37', 'document_41', 'document_44', 'document_77', 'document_80', 'document_86', 'document_117', 'document_126', 'document_139', 'document_165', 'document_191', 'document_211', 'document_218', 'document_225', 'document_289', 'document_294']
moment	term_id_1537	['document_37', 'document_82', 'document_96', 'document_99', 'document_100', 'document_113', 'document_141', 'document_193', 'document_213', 'document_227', 'document_256', 'document_274']
innov	term_id_1538	['document_37', 'document_122', 'document_217']
harrow	term_id_1539	['document_37', 'document_68', 'document_72', 'document_118', 'document_250', 'document_251', 'document_289']
disord	term_id_1540	['document_37']
clock	term_id_1541	['document_37', 'document_164', 'document_214']
librarian	term_id_1542	['document_37', 'document_49']
graviti	term_id_1543	['document_37']
often	term_id_1544	['document_37', 'document_74', 'document_91', 'document_92', 'document_113', 'document_179', 'document_284', 'document_288']
niffenegg	term_id_1545	['document_37']
marri	term_id_1546	['document_37', 'document_42', 'document_56', 'document_57', 'document_144', 'document_150', 'document_183', 'document_239']
chrono	term_id_1547	['document_37']
amus	term_id_1548	['document_37', 'document_131', 'document_194']
depict	term_id_1549	['document_37', 'document_81', 'document_203']
diagnos	term_id_1550	['document_37']
familiar	term_id_1551	['document_37', 'document_65', 'document_102', 'document_106', 'document_113', 'document_143', 'document_164', 'document_213', 'document_240', 'document_280']
misplac	term_id_1552	['document_37', 'document_165']
slip	term_id_1553	['document_37', 'document_265']
marriag	term_id_1554	['document_37', 'document_79', 'document_153', 'document_160', 'document_175', 'document_183', 'document_246', 'document_273', 'document_287']
audrey	term_id_1555	['document_37']
emot	term_id_1556	['document_37', 'document_44', 'document_75', 'document_96', 'document_121', 'document_154', 'document_197', 'document_255', 'document_277']
imposs	term_id_1557	['document_37', 'document_65', 'document_94', 'document_144', 'document_227']
effect	term_id_1558	['document_37', 'document_116', 'document_291']
thirti	term_id_1559	['document_37', 'document_45', 'document_60', 'document_157', 'document_198', 'document_199', 'document_218', 'document_296']
displac	term_id_1560	['document_37', 'document_156']
unfold	term_id_1561	['document_37', 'document_43', 'document_96', 'document_141']
spontan	term_id_1562	['document_37']
goal	term_id_1563	['document_37']
period	term_id_1564	['document_37', 'document_102', 'document_267', 'document_293']
unwav	term_id_1565	['document_38']
area	term_id_1566	['document_38']
probabl	term_id_1567	['document_38', 'document_72']
moretti	term_id_1568	['document_38']
dracula'	term_id_1569	['document_38']
malcolm	term_id_1570	['document_38']
vari	term_id_1571	['document_38']
stoker'	term_id_1572	['document_38']
schaffer	term_id_1573	['document_38']
waller	term_id_1574	['document_38']
rich	term_id_1575	['document_38', 'document_40', 'document_81', 'document_82', 'document_102', 'document_152', 'document_153', 'document_171', 'document_198', 'document_202', 'document_207', 'document_209', 'document_211', 'document_216', 'document_260', 'document_298']
carol	term_id_1576	['document_38']
theoret	term_id_1577	['document_38']
variat	term_id_1578	['document_38']
bram	term_id_1579	['document_38']
background	term_id_1580	['document_38', 'document_53', 'document_273']
discuss	term_id_1581	['document_38']
theater	term_id_1582	['document_38']
nina	term_id_1583	['document_38']
dracula	term_id_1584	['document_38', 'document_285']
senf	term_id_1585	['document_38']
collect	term_id_1586	['document_38', 'document_125', 'document_128', 'document_175', 'document_215', 'document_236', 'document_277', 'document_295', 'document_298']
franco	term_id_1587	['document_38']
provid	term_id_1588	['document_38', 'document_53', 'document_74', 'document_86', 'document_99', 'document_158', 'document_163', 'document_190', 'document_198', 'document_203', 'document_232', 'document_277', 'document_285']
jame	term_id_1589	['document_38', 'document_76', 'document_200', 'document_203', 'document_290', 'document_293']
earli	term_id_1590	['document_38', 'document_54', 'document_70', 'document_81', 'document_102', 'document_129', 'document_153', 'document_157', 'document_170', 'document_207', 'document_273', 'document_277', 'document_283']
context	term_id_1591	['document_38']
guest	term_id_1592	['document_38', 'document_107', 'document_244']
focu	term_id_1593	['document_38', 'document_43']
david	term_id_1594	['document_38', 'document_200']
reprint	term_id_1595	['document_38']
dijkstra	term_id_1596	['document_38']
auerbach	term_id_1597	['document_38']
talia	term_id_1598	['document_38']
checklist	term_id_1599	['document_38']
christoph	term_id_1600	['document_38', 'document_97', 'document_121', 'document_229', 'document_281']
roth	term_id_1601	['document_38', 'document_271']
rymer	term_id_1602	['document_38']
reaction	term_id_1603	['document_38']
indic	term_id_1604	['document_38', 'document_220']
gregori	term_id_1605	['document_38', 'document_202']
skal	term_id_1606	['document_38']
earlier	term_id_1607	['document_38', 'document_44', 'document_96', 'document_201', 'document_215']
phylli	term_id_1608	['document_38']
gerard	term_id_1609	['document_38']
materi	term_id_1610	['document_38', 'document_129', 'document_206']
arata	term_id_1611	['document_38']
social	term_id_1612	['document_39', 'document_49', 'document_85', 'document_99', 'document_113', 'document_144', 'document_189', 'document_229', 'document_262']
technolog	term_id_1613	['document_39']
advanc	term_id_1614	['document_39', 'document_141']
modifi	term_id_1615	['document_39']
state	term_id_1616	['document_39', 'document_43', 'document_73', 'document_113', 'document_229', 'document_231', 'document_269']
anticip	term_id_1617	['document_39', 'document_152', 'document_168', 'document_264']
1931	term_id_1618	['document_39']
huge	term_id_1619	['document_39', 'document_135', 'document_163']
challeng	term_id_1620	['document_39', 'document_41', 'document_77', 'document_144', 'document_182', 'document_202', 'document_224', 'document_249', 'document_270', 'document_277', 'document_293']
condit	term_id_1621	['document_39', 'document_224', 'document_266']
inhabit	term_id_1622	['document_39', 'document_156']
manipul	term_id_1623	['document_39']
1932	term_id_1624	['document_39', 'document_56']
story'	term_id_1625	['document_39']
aldou	term_id_1626	['document_39']
sleep	term_id_1627	['document_39', 'document_122']
reproduct	term_id_1628	['document_39']
protagonist	term_id_1629	['document_39', 'document_54', 'document_113', 'document_291']
futurist	term_id_1630	['document_39', 'document_80']
scientif	term_id_1631	['document_39', 'document_116', 'document_212']
citizen	term_id_1632	['document_39', 'document_155', 'document_202', 'document_247']
huxley	term_id_1633	['document_39']
individu	term_id_1634	['document_39', 'document_53', 'document_80', 'document_88', 'document_156']
hierarchi	term_id_1635	['document_39']
desir	term_id_1636	['document_40', 'document_76', 'document_145', 'document_194', 'document_209', 'document_257']
landmark	term_id_1637	['document_40', 'document_192']
irreconcil	term_id_1638	['document_40', 'document_76']
buendia	term_id_1639	['document_40']
solitud	term_id_1640	['document_40']
realism	term_id_1641	['document_40', 'document_67']
leaf	term_id_1642	['document_41', 'document_74', 'document_132', 'document_195']
60'	term_id_1643	['document_41']
profan	term_id_1644	['document_41']
yorker	term_id_1645	['document_41', 'document_184']
rebellion	term_id_1646	['document_41', 'document_215', 'document_223', 'document_292']
go	term_id_1647	['document_41', 'document_43', 'document_65', 'document_72', 'document_103', 'document_106', 'document_107', 'document_110', 'document_113', 'document_139', 'document_165', 'document_166', 'document_168', 'document_187', 'document_188', 'document_193', 'document_194', 'document_210', 'document_212', 'document_213', 'document_225', 'document_227', 'document_242', 'document_245', 'document_248', 'document_265', 'document_280', 'document_295']
hero	term_id_1648	['document_41', 'document_100', 'document_117', 'document_138', 'document_142', 'document_148', 'document_161', 'document_177', 'document_220', 'document_225', 'document_273', 'document_275', 'document_281']
cri	term_id_1649	['document_41']
asid	term_id_1650	['document_41', 'document_209']
angst	term_id_1651	['document_41', 'document_221']
clown	term_id_1652	['document_41']
1923	term_id_1653	['document_41', 'document_175']
vernacular	term_id_1654	['document_41']
catcher	term_id_1655	['document_41']
safest	term_id_1656	['document_41']
sexual	term_id_1657	['document_41', 'document_81', 'document_99', 'document_198', 'document_299']
court	term_id_1658	['document_41', 'document_144', 'document_209', 'document_224', 'document_227', 'document_272']
secondhand	term_id_1659	['document_41']
time'	term_id_1660	['document_41']
say	term_id_1661	['document_41', 'document_94', 'document_126', 'document_164', 'document_168', 'document_274']
underground	term_id_1662	['document_41', 'document_173', 'document_232', 'document_235']
tend	term_id_1663	['document_41', 'document_261']
caulfield	term_id_1664	['document_41']
1951	term_id_1665	['document_41']
circumst	term_id_1666	['document_41', 'document_69']
holden	term_id_1667	['document_41']
perfectli	term_id_1668	['document_41']
prep	term_id_1669	['document_41']
holden'	term_id_1670	['document_41']
strongli	term_id_1671	['document_41']
liber	term_id_1672	['document_41', 'document_94', 'document_299']
descript	term_id_1673	['document_41', 'document_99', 'document_238']
handl	term_id_1674	['document_41', 'document_259']
pleasur	term_id_1675	['document_41', 'document_44', 'document_157', 'document_175', 'document_182', 'document_238']
marvel	term_id_1676	['document_41', 'document_122', 'document_220', 'document_293']
rye	term_id_1677	['document_41']
preclud	term_id_1678	['document_41']
articul	term_id_1679	['document_41', 'document_157', 'document_160']
complex	term_id_1680	['document_41', 'document_62', 'document_78', 'document_179', 'document_275']
1950'	term_id_1681	['document_41']
hopelessli	term_id_1682	['document_41']
20th	term_id_1683	['document_41', 'document_80', 'document_182', 'document_192', 'document_236']
comment	term_id_1684	['document_41', 'document_74']
2005	term_id_1685	['document_41']
attract	term_id_1686	['document_41', 'document_99', 'document_105', 'document_113', 'document_133', 'document_247', 'document_259']
pennsylvania	term_id_1687	['document_41']
narrat	term_id_1688	['document_41', 'document_81', 'document_83', 'document_108', 'document_132', 'document_234', 'document_291']
faith	term_id_1689	['document_41', 'document_45', 'document_91', 'document_101', 'document_113', 'document_124', 'document_135', 'document_145', 'document_190', 'document_255']
list	term_id_1690	['document_41', 'document_52', 'document_249', 'document_252']
salinger'	term_id_1691	['document_41']
nativ	term_id_1692	['document_41', 'document_68', 'document_157', 'document_170', 'document_256', 'document_280']
portray	term_id_1693	['document_41', 'document_73', 'document_81', 'document_85', 'document_121', 'document_128', 'document_183', 'document_190', 'document_233', 'document_255', 'document_277']
frequent	term_id_1694	['document_41']
pain	term_id_1695	['document_41', 'document_49', 'document_81', 'document_175', 'document_179', 'document_199', 'document_201', 'document_242', 'document_252', 'document_277', 'document_298']
impal	term_id_1696	['document_41', 'document_285']
eloqu	term_id_1697	['document_41', 'document_86', 'document_157', 'document_260', 'document_267']
better	term_id_1698	['document_42', 'document_133', 'document_144', 'document_166', 'document_178', 'document_184', 'document_252']
hear	term_id_1699	['document_42', 'document_44', 'document_113', 'document_155', 'document_214', 'document_245']
gentl	term_id_1700	['document_42', 'document_153', 'document_164', 'document_288']
what'	term_id_1701	['document_42', 'document_113']
ear	term_id_1702	['document_42', 'document_75', 'document_214', 'document_220', 'document_234', 'document_236']
swell	term_id_1703	['document_42']
bad	term_id_1704	['document_42', 'document_173', 'document_174', 'document_225']
princess	term_id_1705	['document_42', 'document_87', 'document_151', 'document_163', 'document_168', 'document_207', 'document_214', 'document_248']
everywher	term_id_1706	['document_42', 'document_52', 'document_133', 'document_260', 'document_268']
hate	term_id_1707	['document_42', 'document_155', 'document_220', 'document_273']
reach	term_id_1708	['document_42', 'document_43', 'document_56', 'document_102', 'document_129', 'document_182', 'document_206', 'document_269', 'document_289', 'document_299']
monstrou	term_id_1709	['document_42']
version	term_id_1710	['document_42', 'document_44', 'document_80', 'document_110', 'document_149', 'document_243', 'document_245', 'document_251', 'document_277']
morgenstern	term_id_1711	['document_42']
reveng	term_id_1712	['document_42', 'document_65', 'document_69', 'document_75', 'document_195', 'document_223', 'document_266', 'document_271', 'document_292']
giant	term_id_1713	['document_42', 'document_91', 'document_95', 'document_118', 'document_134', 'document_191', 'document_220', 'document_249']
dad'	term_id_1714	['document_42']
handsomest	term_id_1715	['document_42']
fenc	term_id_1716	['document_42', 'document_113', 'document_210']
reconstruct	term_id_1717	['document_42', 'document_89', 'document_130']
dad	term_id_1718	['document_42']
beasti	term_id_1719	['document_42']
strong	term_id_1720	['document_42', 'document_59', 'document_153', 'document_255', 'document_273']
eye	term_id_1721	['document_42', 'document_73', 'document_92', 'document_113', 'document_118', 'document_133', 'document_163', 'document_174', 'document_176', 'document_179', 'document_182', 'document_190', 'document_195', 'document_209', 'document_240', 'document_259', 'document_293']
happen	term_id_1722	['document_42', 'document_100', 'document_103', 'document_116', 'document_125', 'document_137', 'document_154', 'document_156', 'document_157', 'document_165', 'document_177', 'document_217', 'document_235', 'document_236', 'document_269', 'document_274', 'document_290']
bride	term_id_1723	['document_42', 'document_69']
bore	term_id_1724	['document_42', 'document_119', 'document_183', 'document_184', 'document_224']
recit	term_id_1725	['document_42']
goldman	term_id_1726	['document_42']
grownup	term_id_1727	['document_42']
mom	term_id_1728	['document_43']
camp	term_id_1729	['document_43', 'document_63', 'document_139', 'document_173', 'document_178', 'document_225', 'document_235', 'document_238']
gate	term_id_1730	['document_43', 'document_87', 'document_151', 'document_227']
locat	term_id_1731	['document_43', 'document_44', 'document_112', 'document_144', 'document_260']
summer	term_id_1732	['document_43', 'document_46', 'document_96', 'document_126', 'document_158', 'document_178', 'document_185', 'document_240', 'document_274', 'document_287']
knew	term_id_1733	['document_43', 'document_131', 'document_271']
pre	term_id_1734	['document_43', 'document_275']
satyr	term_id_1735	['document_43']
demigod	term_id_1736	['document_43', 'document_141', 'document_173']
god	term_id_1737	['document_43', 'document_81', 'document_110', 'document_136', 'document_141', 'document_170', 'document_177', 'document_178', 'document_183', 'document_215', 'document_216', 'document_225', 'document_231', 'document_252', 'document_279', 'document_283', 'document_292']
percy'	term_id_1738	['document_43', 'document_141']
algebra	term_id_1739	['document_43']
catastroph	term_id_1740	['document_43']
he'll	term_id_1741	['document_43', 'document_112']
safe	term_id_1742	['document_43', 'document_71', 'document_119', 'document_156', 'document_173', 'document_214', 'document_269']
hollywood	term_id_1743	['document_43']
athena	term_id_1744	['document_43']
wors	term_id_1745	['document_43', 'document_86', 'document_168', 'document_173', 'document_230']
schoolwork	term_id_1746	['document_43']
monster	term_id_1747	['document_43', 'document_141', 'document_177', 'document_178', 'document_191', 'document_280']
half	term_id_1748	['document_43', 'document_73', 'document_75', 'document_106', 'document_107', 'document_113', 'document_141', 'document_153', 'document_173', 'document_177', 'document_178', 'document_225', 'document_232', 'document_260']
underworld	term_id_1749	['document_43', 'document_105', 'document_128', 'document_226']
unit	term_id_1750	['document_43', 'document_70', 'document_179', 'document_203', 'document_229', 'document_255', 'document_266', 'document_269']
across	term_id_1751	['document_43', 'document_64', 'document_81', 'document_92', 'document_93', 'document_99', 'document_136', 'document_142', 'document_156', 'document_167', 'document_190', 'document_196', 'document_197', 'document_224', 'document_248', 'document_256', 'document_260', 'document_291', 'document_292']
hereperci	term_id_1752	['document_43']
poseidon	term_id_1753	['document_43', 'document_178']
jackson	term_id_1754	['document_43', 'document_141', 'document_173', 'document_178']
perci	term_id_1755	['document_43', 'document_141', 'document_173', 'document_178']
studio	term_id_1756	['document_43']
board	term_id_1757	['document_43', 'document_119', 'document_213', 'document_225']
came	term_id_1758	['document_43', 'document_260', 'document_281', 'document_293']
garden	term_id_1759	['document_44', 'document_89', 'document_298']
queri	term_id_1760	['document_44']
burnett	term_id_1761	['document_44']
tantrum	term_id_1762	['document_44']
franc	term_id_1763	['document_44', 'document_137', 'document_161', 'document_207', 'document_275', 'document_286']
essenti	term_id_1764	['document_44', 'document_110', 'document_229']
round	term_id_1765	['document_44']
stormi	term_id_1766	['document_44', 'document_47']
spiritu	term_id_1767	['document_44', 'document_54', 'document_85', 'document_88', 'document_157', 'document_175', 'document_182', 'document_221', 'document_238']
trauma	term_id_1768	['document_44']
deepen	term_id_1769	['document_44']
uncle'	term_id_1770	['document_44']
center	term_id_1771	['document_44', 'document_46', 'document_58', 'document_62', 'document_65', 'document_75', 'document_99', 'document_106', 'document_130', 'document_139', 'document_193', 'document_207', 'document_234', 'document_247', 'document_292']
neglect	term_id_1772	['document_44']
cholera	term_id_1773	['document_44']
epidem	term_id_1774	['document_44', 'document_250']
matur	term_id_1775	['document_44', 'document_194']
1911	term_id_1776	['document_44']
child'	term_id_1777	['document_44', 'document_200']
world'	term_id_1778	['document_44', 'document_53', 'document_58', 'document_74', 'document_228', 'document_293']
lose	term_id_1779	['document_44', 'document_95', 'document_106', 'document_151', 'document_152', 'document_226', 'document_239', 'document_240', 'document_270']
element	term_id_1780	['document_44', 'document_190', 'document_200', 'document_250', 'document_253']
lock	term_id_1781	['document_44', 'document_204', 'document_237']
charm	term_id_1782	['document_44', 'document_71', 'document_256', 'document_278']
compass	term_id_1783	['document_44', 'document_82', 'document_86', 'document_117', 'document_206', 'document_293']
uncl	term_id_1784	['document_44', 'document_78', 'document_90', 'document_231', 'document_269']
disciplinarian	term_id_1785	['document_44']
befallen	term_id_1786	['document_44']
mari	term_id_1787	['document_44', 'document_59', 'document_113', 'document_144', 'document_209', 'document_216', 'document_283']
pleasant	term_id_1788	['document_44']
heard	term_id_1789	['document_44', 'document_179', 'document_202', 'document_217']
india	term_id_1790	['document_44', 'document_157', 'document_231']
rude	term_id_1791	['document_44']
vast	term_id_1792	['document_44', 'document_65', 'document_74', 'document_101', 'document_153', 'document_194', 'document_277']
selfish	term_id_1793	['document_44', 'document_220']
hodgson	term_id_1794	['document_44', 'document_207']
sunni	term_id_1795	['document_44', 'document_122']
climat	term_id_1796	['document_44']
immens	term_id_1797	['document_44', 'document_67', 'document_93', 'document_110', 'document_167', 'document_292']
sound	term_id_1798	['document_44', 'document_123', 'document_144', 'document_155']
japan	term_id_1799	['document_44', 'document_203']
favorit	term_id_1800	['document_44', 'document_52', 'document_155', 'document_222']
magazin	term_id_1801	['document_44', 'document_67', 'document_170', 'document_189']
wonder	term_id_1802	['document_44', 'document_56', 'document_75', 'document_86', 'document_91', 'document_101', 'document_113', 'document_115', 'document_122', 'document_153', 'document_155', 'document_187', 'document_206', 'document_222', 'document_256', 'document_287', 'document_290', 'document_298']
strict	term_id_1803	['document_44', 'document_73']
suffer	term_id_1804	['document_44', 'document_57', 'document_106', 'document_135', 'document_238', 'document_266', 'document_277', 'document_283', 'document_288']
be	term_id_1805	['document_44']
misselthwait	term_id_1806	['document_44']
spike	term_id_1807	['document_44']
burnett'	term_id_1808	['document_44', 'document_207']
craven	term_id_1809	['document_44']
warm	term_id_1810	['document_44', 'document_75', 'document_211', 'document_287']
despis	term_id_1811	['document_44']
render	term_id_1812	['document_44']
somewher	term_id_1813	['document_44', 'document_99', 'document_122', 'document_184', 'document_227']
extens	term_id_1814	['document_44', 'document_189']
yorkshir	term_id_1815	['document_44', 'document_226', 'document_293']
kindli	term_id_1816	['document_44']
1910	term_id_1817	['document_44']
ignor	term_id_1818	['document_44', 'document_272', 'document_296']
fauntleroy	term_id_1819	['document_44']
pretend	term_id_1820	['document_44', 'document_48', 'document_99']
commonsens	term_id_1821	['document_44']
tragedi	term_id_1822	['document_44', 'document_46', 'document_50', 'document_129', 'document_200', 'document_226', 'document_251', 'document_257', 'document_272', 'document_277', 'document_278']
gradual	term_id_1823	['document_44', 'document_218', 'document_265']
memori	term_id_1824	['document_44', 'document_62', 'document_96', 'document_104', 'document_153', 'document_188', 'document_200', 'document_217', 'document_220']
servant	term_id_1825	['document_44', 'document_60', 'document_70', 'document_158', 'document_174', 'document_207', 'document_234', 'document_251']
form	term_id_1826	['document_44', 'document_66', 'document_82', 'document_91', 'document_94', 'document_99', 'document_111', 'document_193', 'document_244', 'document_285']
japanes	term_id_1827	['document_44', 'document_203']
brought	term_id_1828	['document_44', 'document_45', 'document_65', 'document_70', 'document_203', 'document_229', 'document_244', 'document_285', 'document_298']
met	term_id_1829	['document_44', 'document_96', 'document_148', 'document_256', 'document_261', 'document_270']
glimps	term_id_1830	['document_44', 'document_144']
coupl	term_id_1831	['document_44', 'document_194', 'document_287']
firm	term_id_1832	['document_44']
1991	term_id_1833	['document_44', 'document_281']
mansion	term_id_1834	['document_44', 'document_107']
serial	term_id_1835	['document_44', 'document_135', 'document_237', 'document_245']
lennox	term_id_1836	['document_44']
stubborn	term_id_1837	['document_44']
archibald	term_id_1838	['document_44']
manor	term_id_1839	['document_44', 'document_226']
curios	term_id_1840	['document_44', 'document_125']
sob	term_id_1841	['document_44', 'document_155']
mary'	term_id_1842	['document_44']
decad	term_id_1843	['document_45', 'document_46', 'document_89', 'document_159', 'document_191', 'document_257', 'document_293', 'document_295', 'document_298']
afghan	term_id_1844	['document_45']
unlik	term_id_1845	['document_45', 'document_46', 'document_60', 'document_77', 'document_113', 'document_248']
histori	term_id_1846	['document_45', 'document_60', 'document_98', 'document_101', 'document_102', 'document_105', 'document_108', 'document_179', 'document_190', 'document_205', 'document_215', 'document_217', 'document_220', 'document_229', 'document_251', 'document_260', 'document_272', 'document_284', 'document_285', 'document_289', 'document_298']
account	term_id_1847	['document_45', 'document_86', 'document_157', 'document_233', 'document_246', 'document_255', 'document_267', 'document_289']
jarringli	term_id_1848	['document_45']
volatil	term_id_1849	['document_45']
propel	term_id_1850	['document_45']
instinct	term_id_1851	['document_45', 'document_256']
strike	term_id_1852	['document_45', 'document_126', 'document_163', 'document_168', 'document_172', 'document_204', 'document_236', 'document_259']
thousand	term_id_1853	['document_45', 'document_296']
runner	term_id_1854	['document_45', 'document_60', 'document_185']
storytel	term_id_1855	['document_45', 'document_65', 'document_102', 'document_114', 'document_179', 'document_193', 'document_195', 'document_282', 'document_288', 'document_293', 'document_298']
afghanistan'	term_id_1856	['document_45']
sweep	term_id_1857	['document_45', 'document_46', 'document_60', 'document_199']
accomplish	term_id_1858	['document_45', 'document_72']
inextric	term_id_1859	['document_45', 'document_179', 'document_227']
front	term_id_1860	['document_45', 'document_106', 'document_191', 'document_199', 'document_231', 'document_242']
soviet	term_id_1861	['document_45', 'document_110']
indestruct	term_id_1862	['document_45']
kite	term_id_1863	['document_45', 'document_60']
rebuild	term_id_1864	['document_45']
taliban	term_id_1865	['document_45']
term	term_id_1866	['document_45', 'document_77', 'document_101', 'document_109', 'document_193', 'document_194']
sun	term_id_1867	['document_45', 'document_107', 'document_144', 'document_221', 'document_255', 'document_263', 'document_264']
remark	term_id_1868	['document_45', 'document_75', 'document_86', 'document_89', 'document_102', 'document_104', 'document_130', 'document_197', 'document_211', 'document_243', 'document_245', 'document_256', 'document_267', 'document_283', 'document_289']
wrench	term_id_1869	['document_45']
invas	term_id_1870	['document_45', 'document_173', 'document_235']
post	term_id_1871	['document_45', 'document_221', 'document_264']
genuin	term_id_1872	['document_46', 'document_196', 'document_248']
throne	term_id_1873	['document_46', 'document_176', 'document_196', 'document_214', 'document_248']
kingdom	term_id_1874	['document_46', 'document_185', 'document_196', 'document_224', 'document_248', 'document_294']
metal	term_id_1875	['document_46']
threw	term_id_1876	['document_46', 'document_281']
barter	term_id_1877	['document_46']
georgerrmartin	term_id_1878	['document_46']
alli	term_id_1879	['document_46', 'document_96', 'document_105', 'document_246']
balanc	term_id_1880	['document_46', 'document_157', 'document_187', 'document_196', 'document_211', 'document_243']
wast	term_id_1881	['document_46', 'document_259']
assassin	term_id_1882	['document_46', 'document_142', 'document_198', 'document_214', 'document_224']
preternatur	term_id_1883	['document_46', 'document_136', 'document_299']
omen	term_id_1884	['document_46']
forgotten	term_id_1885	['document_46', 'document_246']
ladi	term_id_1886	['document_46', 'document_113', 'document_138', 'document_203', 'document_207', 'document_221', 'document_259', 'document_273', 'document_286']
martin	term_id_1887	['document_46', 'document_248']
sword	term_id_1888	['document_46', 'document_114', 'document_196', 'document_213', 'document_248']
hang	term_id_1889	['document_46', 'document_65', 'document_107', 'document_196', 'document_211']
amid	term_id_1890	['document_46', 'document_96', 'document_231']
carri	term_id_1891	['document_46', 'document_57', 'document_75', 'document_81', 'document_89', 'document_144', 'document_154', 'document_168', 'document_220']
epicurean	term_id_1892	['document_46']
plenti	term_id_1893	['document_46', 'document_112']
summertim	term_id_1894	['document_46']
betray	term_id_1895	['document_46', 'document_60', 'document_64', 'document_65', 'document_90', 'document_128', 'document_153', 'document_172', 'document_226', 'document_247', 'document_265', 'document_267']
grim	term_id_1896	['document_46', 'document_135', 'document_141']
wildl	term_id_1897	['document_46', 'document_196']
endeavor	term_id_1898	['document_46', 'document_90']
soldier	term_id_1899	['document_46', 'document_131', 'document_147', 'document_286']
stark	term_id_1900	['document_46', 'document_153', 'document_248']
mass	term_id_1901	['document_46']
experienc	term_id_1902	['document_46', 'document_147', 'document_222', 'document_248']
compris	term_id_1903	['document_46', 'document_196', 'document_248']
winterfel	term_id_1904	['document_46', 'document_248']
page	term_id_1905	['document_46', 'document_86', 'document_106', 'document_134', 'document_148', 'document_167', 'document_178', 'document_187', 'document_191', 'document_197', 'document_220', 'document_248', 'document_254', 'document_272', 'document_277']
hail	term_id_1906	['document_46', 'document_53', 'document_184', 'document_248', 'document_268', 'document_291']
cycl	term_id_1907	['document_46', 'document_153', 'document_196', 'document_248']
bear	term_id_1908	['document_46', 'document_86', 'document_90', 'document_97', 'document_107', 'document_144', 'document_164', 'document_195', 'document_206', 'document_226', 'document_236']
sorcer	term_id_1909	['document_46']
counterplot	term_id_1910	['document_46']
victori	term_id_1911	['document_46', 'document_127', 'document_141', 'document_152', 'document_223', 'document_248']
frozen	term_id_1912	['document_46', 'document_140', 'document_181', 'document_240']
ago	term_id_1913	['document_46', 'document_78', 'document_123', 'document_128', 'document_162', 'document_184', 'document_191', 'document_226', 'document_285']
bastard	term_id_1914	['document_46', 'document_198']
storm	term_id_1915	['document_46', 'document_136', 'document_144', 'document_196', 'document_225', 'document_248']
fierc	term_id_1916	['document_46', 'document_89', 'document_90', 'document_104', 'document_113', 'document_211', 'document_218', 'document_226', 'document_287', 'document_299']
undertak	term_id_1917	['document_46']
deadliest	term_id_1918	['document_46']
cold	term_id_1919	['document_46', 'document_84', 'document_90', 'document_130', 'document_134', 'document_227', 'document_240', 'document_249']
throneslong	term_id_1920	['document_46']
tribe	term_id_1921	['document_46']
destin	term_id_1922	['document_46', 'document_84', 'document_131', 'document_195', 'document_196', 'document_248', 'document_259']
winter	term_id_1923	['document_46', 'document_79', 'document_112', 'document_114', 'document_140', 'document_163', 'document_240', 'document_293', 'document_298']
distant	term_id_1924	['document_46', 'document_124', 'document_136', 'document_193']
unyield	term_id_1925	['document_46', 'document_292']
mad	term_id_1926	['document_46', 'document_73', 'document_120', 'document_170', 'document_217', 'document_219', 'document_230', 'document_231']
band	term_id_1927	['document_46', 'document_68', 'document_84', 'document_286', 'document_292']
treacher	term_id_1928	['document_46', 'document_200', 'document_243', 'document_248']
